question_id,grade_level,question,choice_1,choice_2,correct_answer,correct_choice,user_choice,is_correct,response_time
366,Grade 1,17 - 4 =,13,11,13,choice_1,choice_2,False,8.24
367,Grade 2,17 - 1 =,17,16,16,choice_2,choice_2,True,9.51
368,Grade 5,148 + 79 =,227,228,227,choice_1,choice_1,True,8.24
369,Grade 4,39 - 23 =,16,17,16,choice_1,choice_2,False,8.33
370,Grade 1,14 - 14 =,-1,0,0,choice_2,choice_1,False,4.42
371,Grade 1,11 + 5 =,14,16,16,choice_2,choice_2,True,6.9
372,Grade 4,100 + 69 =,171,169,169,choice_2,choice_1,False,3.32
373,Grade 4,115 + 70 =,184,185,185,choice_2,choice_1,False,4.58
374,Grade 4,20 * 7 =,140,138,140,choice_1,choice_1,True,4.25
375,Grade 5,9 * 12 =,108,109,108,choice_1,choice_2,False,4.08
376,Grade 2,14 + 17 =,31,29,31,choice_1,choice_2,False,5.38
377,Grade 5,10 * 10 =,101,100,100,choice_2,choice_1,False,3.44
378,Grade 4,70 - 67 =,3,1,3,choice_1,choice_1,True,9.48
379,Grade 4,18 * 6 =,109,108,108,choice_2,choice_1,False,4.09
380,Grade 3,64 + 46 =,113,110,110,choice_2,choice_2,True,4.09
381,Grade 2,9 - 5 =,7,4,4,choice_2,choice_2,True,9.25
382,Grade 5,84 - 59 =,27,25,25,choice_2,choice_2,True,3.91
383,Grade 3,2 * 5 =,10,12,10,choice_1,choice_1,True,9.29
384,Grade 5,60 - 53 =,7,6,7,choice_1,choice_1,True,5.93
385,Grade 2,15 - 13 =,2,1,2,choice_1,choice_1,True,3.56
386,Grade 1,17 - 11 =,6,4,6,choice_1,choice_1,True,9.3
387,Grade 4,58 - 18 =,41,40,40,choice_2,choice_1,False,3.85
388,Grade 2,18 + 12 =,30,29,30,choice_1,choice_1,True,3.5
389,Grade 4,49 - 27 =,20,22,22,choice_2,choice_1,False,4.63
390,Grade 1,17 - 1 =,16,17,16,choice_1,choice_2,False,6.56
391,Grade 1,3 + 11 =,17,14,14,choice_2,choice_1,False,9.48
392,Grade 4,81 - 62 =,19,20,19,choice_1,choice_2,False,8.47
393,Grade 4,38 - 30 =,9,8,8,choice_2,choice_1,False,9.37
394,Grade 5,21 - 21 =,0,2,0,choice_1,choice_2,False,9.28
395,Grade 1,11 + 17 =,27,28,28,choice_2,choice_2,True,8.66
396,Grade 2,15 - 8 =,7,6,7,choice_1,choice_1,True,5.85
397,Grade 4,49 - 28 =,21,20,21,choice_1,choice_1,True,7.76
398,Grade 5,62 + 123 =,184,185,185,choice_2,choice_2,True,9.88
399,Grade 5,15 * 5 =,73,75,75,choice_2,choice_2,True,3.66
400,Grade 1,11 + 20 =,30,31,31,choice_2,choice_1,False,7.52
401,Grade 4,86 - 31 =,56,55,55,choice_2,choice_2,True,7.0
402,Grade 2,14 - 9 =,5,8,5,choice_1,choice_2,False,8.48
403,Grade 3,136 + 147 =,283,282,283,choice_1,choice_1,True,9.07
404,Grade 5,66 - 34 =,35,32,32,choice_2,choice_1,False,7.56
405,Grade 4,121 + 101 =,222,220,222,choice_1,choice_2,False,9.73
406,Grade 1,10 - 1 =,9,8,9,choice_1,choice_2,False,7.29
407,Grade 5,51 - 45 =,6,5,6,choice_1,choice_1,True,4.25
408,Grade 2,18 - 4 =,14,16,14,choice_1,choice_1,True,3.85
409,Grade 4,16 * 11 =,176,177,176,choice_1,choice_1,True,7.03
410,Grade 1,20 + 12 =,32,31,32,choice_1,choice_2,False,9.81
411,Grade 2,15 - 10 =,6,5,5,choice_2,choice_2,True,9.75
412,Grade 2,17 + 2 =,19,18,19,choice_1,choice_2,False,4.43
413,Grade 3,10 * 5 =,52,50,50,choice_2,choice_2,True,7.32
414,Grade 1,11 - 9 =,5,2,2,choice_2,choice_2,True,3.06
415,Grade 2,6 - 5 =,1,2,1,choice_1,choice_2,False,7.12
416,Grade 2,14 - 10 =,7,4,4,choice_2,choice_2,True,7.68
417,Grade 3,40 + 139 =,181,179,179,choice_2,choice_2,True,6.16
418,Grade 3,79 - 54 =,25,26,25,choice_1,choice_1,True,9.47
419,Grade 4,64 + 26 =,92,90,90,choice_2,choice_1,False,3.16
420,Grade 4,49 - 14 =,38,35,35,choice_2,choice_1,False,8.16
421,Grade 3,12 * 11 =,132,134,132,choice_1,choice_2,False,7.0
422,Grade 1,13 - 6 =,5,7,7,choice_2,choice_1,False,5.1
423,Grade 3,70 - 12 =,61,58,58,choice_2,choice_2,True,9.55
424,Grade 5,10 * 12 =,120,119,120,choice_1,choice_1,True,5.37
425,Grade 4,18 * 5 =,91,90,90,choice_2,choice_2,True,4.56
426,Grade 4,38 - 21 =,17,19,17,choice_1,choice_2,False,6.29
427,Grade 5,91 - 50 =,40,41,41,choice_2,choice_2,True,8.94
428,Grade 4,45 - 26 =,20,19,19,choice_2,choice_1,False,3.9
429,Grade 1,7 + 12 =,22,19,19,choice_2,choice_2,True,4.21
430,Grade 1,12 - 4 =,11,8,8,choice_2,choice_2,True,6.19
431,Grade 2,16 - 1 =,13,15,15,choice_2,choice_1,False,4.27
432,Grade 4,39 + 26 =,65,63,65,choice_1,choice_2,False,3.99
433,Grade 4,56 - 21 =,35,34,35,choice_1,choice_1,True,8.35
434,Grade 2,15 - 10 =,5,7,5,choice_1,choice_1,True,3.17
435,Grade 1,13 - 12 =,4,1,1,choice_2,choice_1,False,7.82
436,Grade 3,66 - 19 =,49,47,47,choice_2,choice_1,False,8.49
437,Grade 2,17 - 4 =,13,16,13,choice_1,choice_2,False,9.96
438,Grade 5,126 + 102 =,228,227,228,choice_1,choice_2,False,9.74
439,Grade 1,18 - 8 =,11,10,10,choice_2,choice_1,False,3.58
440,Grade 2,15 - 3 =,12,13,12,choice_1,choice_1,True,9.11
441,Grade 1,5 + 9 =,16,14,14,choice_2,choice_2,True,3.12
442,Grade 3,140 + 126 =,269,266,266,choice_2,choice_1,False,6.56
443,Grade 4,16 * 5 =,80,81,80,choice_1,choice_2,False,6.26
444,Grade 4,5 * 7 =,33,35,35,choice_2,choice_2,True,5.24
445,Grade 2,11 - 5 =,7,6,6,choice_2,choice_2,True,4.94
446,Grade 4,121 + 44 =,163,165,165,choice_2,choice_2,True,4.25
447,Grade 2,10 - 3 =,5,7,7,choice_2,choice_2,True,9.47
448,Grade 5,15 * 2 =,30,28,30,choice_1,choice_2,False,3.08
449,Grade 4,85 - 68 =,16,17,17,choice_2,choice_1,False,3.04
450,Grade 3,60 + 75 =,137,135,135,choice_2,choice_2,True,3.37
451,Grade 1,14 + 2 =,16,18,16,choice_1,choice_2,False,8.65
452,Grade 3,83 + 118 =,202,201,201,choice_2,choice_2,True,3.46
453,Grade 3,81 - 64 =,15,17,17,choice_2,choice_2,True,9.34
454,Grade 4,71 - 43 =,28,29,28,choice_1,choice_1,True,8.7
455,Grade 1,6 + 3 =,10,9,9,choice_2,choice_1,False,3.79
456,Grade 3,64 - 42 =,20,22,22,choice_2,choice_2,True,8.61
457,Grade 4,2 * 6 =,12,10,12,choice_1,choice_2,False,7.6
458,Grade 3,2 * 9 =,18,21,18,choice_1,choice_2,False,3.62
459,Grade 1,8 - 5 =,3,2,3,choice_1,choice_1,True,3.66
460,Grade 5,23 - 20 =,3,5,3,choice_1,choice_1,True,8.29
461,Grade 2,8 + 9 =,17,16,17,choice_1,choice_2,False,3.31
462,Grade 5,5 * 11 =,55,53,55,choice_1,choice_2,False,9.89
463,Grade 5,92 - 84 =,8,9,8,choice_1,choice_1,True,9.93
464,Grade 4,57 - 27 =,30,31,30,choice_1,choice_1,True,8.81
465,Grade 4,117 + 49 =,169,166,166,choice_2,choice_1,False,9.16
466,Grade 3,64 + 132 =,194,196,196,choice_2,choice_1,False,7.7
467,Grade 4,13 * 3 =,37,39,39,choice_2,choice_2,True,6.04
468,Grade 3,25 - 18 =,7,9,7,choice_1,choice_1,True,3.31
469,Grade 4,9 * 9 =,80,81,81,choice_2,choice_1,False,6.66
470,Grade 3,4 * 10 =,43,40,40,choice_2,choice_2,True,8.25
471,Grade 1,10 - 8 =,2,1,2,choice_1,choice_1,True,4.3
472,Grade 4,7 * 12 =,84,87,84,choice_1,choice_1,True,4.0
473,Grade 1,20 + 5 =,25,26,25,choice_1,choice_2,False,5.63
474,Grade 3,22 + 140 =,162,163,162,choice_1,choice_2,False,9.85
475,Grade 5,17 * 7 =,117,119,119,choice_2,choice_2,True,7.82
476,Grade 1,3 + 4 =,6,7,7,choice_2,choice_2,True,6.04
477,Grade 5,86 - 42 =,44,47,44,choice_1,choice_1,True,7.83
478,Grade 2,20 - 16 =,5,4,4,choice_2,choice_2,True,5.86
479,Grade 3,94 - 17 =,79,77,77,choice_2,choice_2,True,5.86
480,Grade 2,9 - 4 =,5,4,5,choice_1,choice_1,True,3.55
481,Grade 4,14 * 2 =,31,28,28,choice_2,choice_1,False,8.95
482,Grade 5,21 - 16 =,5,6,5,choice_1,choice_2,False,3.31
483,Grade 1,3 - 2 =,1,4,1,choice_1,choice_1,True,4.03
484,Grade 1,11 + 11 =,25,22,22,choice_2,choice_2,True,5.45
485,Grade 2,13 + 9 =,22,23,22,choice_1,choice_1,True,5.05
486,Grade 4,22 - 16 =,4,6,6,choice_2,choice_1,False,5.34
487,Grade 2,11 + 18 =,32,29,29,choice_2,choice_1,False,8.74
488,Grade 1,15 - 9 =,6,5,6,choice_1,choice_2,False,9.89
489,Grade 2,4 - 2 =,2,0,2,choice_1,choice_2,False,5.32
490,Grade 3,97 + 29 =,129,126,126,choice_2,choice_2,True,9.33
491,Grade 1,14 - 3 =,13,11,11,choice_2,choice_2,True,7.87
492,Grade 5,34 - 13 =,21,24,21,choice_1,choice_2,False,5.93
493,Grade 2,13 - 1 =,12,13,12,choice_1,choice_1,True,5.75
494,Grade 4,90 + 144 =,234,237,234,choice_1,choice_1,True,7.0
495,Grade 4,16 * 10 =,158,160,160,choice_2,choice_1,False,4.55
496,Grade 2,18 - 17 =,4,1,1,choice_2,choice_2,True,6.23
497,Grade 4,6 * 8 =,48,50,48,choice_1,choice_1,True,9.68
498,Grade 4,137 + 60 =,199,197,197,choice_2,choice_1,False,7.1
499,Grade 1,1 + 19 =,20,22,20,choice_1,choice_2,False,8.82
500,Grade 1,20 - 10 =,10,9,10,choice_1,choice_2,False,4.09
501,Grade 2,13 + 4 =,17,15,17,choice_1,choice_2,False,9.96
502,Grade 1,9 + 10 =,20,19,19,choice_2,choice_2,True,6.49
503,Grade 5,59 - 44 =,18,15,15,choice_2,choice_2,True,4.66
504,Grade 3,29 + 64 =,91,93,93,choice_2,choice_1,False,5.25
505,Grade 5,129 + 125 =,254,256,254,choice_1,choice_2,False,5.38
506,Grade 5,113 + 127 =,241,240,240,choice_2,choice_2,True,4.86
507,Grade 2,6 + 18 =,24,27,24,choice_1,choice_2,False,4.75
508,Grade 5,14 * 10 =,139,140,140,choice_2,choice_1,False,3.74
509,Grade 1,9 - 6 =,3,5,3,choice_1,choice_2,False,6.76
510,Grade 4,40 - 29 =,12,11,11,choice_2,choice_2,True,7.57
511,Grade 1,3 + 9 =,12,15,12,choice_1,choice_1,True,5.84
512,Grade 5,13 * 3 =,39,37,39,choice_1,choice_2,False,4.62
513,Grade 1,20 + 3 =,22,23,23,choice_2,choice_1,False,7.54
514,Grade 5,32 - 26 =,6,8,6,choice_1,choice_1,True,7.57
515,Grade 2,10 - 9 =,1,4,1,choice_1,choice_1,True,6.03
516,Grade 1,9 - 9 =,0,-1,0,choice_1,choice_2,False,5.77
517,Grade 3,140 + 72 =,212,210,212,choice_1,choice_2,False,9.76
518,Grade 5,13 * 8 =,106,104,104,choice_2,choice_2,True,8.59
519,Grade 5,62 - 49 =,13,15,13,choice_1,choice_2,False,5.79
520,Grade 2,8 + 11 =,21,19,19,choice_2,choice_2,True,9.43
521,Grade 3,130 + 136 =,268,266,266,choice_2,choice_1,False,7.61
522,Grade 1,19 - 14 =,6,5,5,choice_2,choice_1,False,4.33
523,Grade 1,20 + 20 =,40,39,40,choice_1,choice_1,True,7.01
524,Grade 4,40 - 35 =,5,8,5,choice_1,choice_1,True,9.34
525,Grade 5,71 - 58 =,11,13,13,choice_2,choice_1,False,6.89
526,Grade 3,65 + 99 =,162,164,164,choice_2,choice_1,False,8.86
527,Grade 1,19 + 19 =,38,36,38,choice_1,choice_1,True,5.49
528,Grade 5,10 * 10 =,100,102,100,choice_1,choice_1,True,4.07
529,Grade 1,15 + 3 =,17,18,18,choice_2,choice_1,False,7.17
530,Grade 1,19 + 20 =,39,42,39,choice_1,choice_2,False,7.77
531,Grade 4,10 * 6 =,59,60,60,choice_2,choice_2,True,6.29
532,Grade 4,52 - 35 =,17,15,17,choice_1,choice_2,False,6.37
533,Grade 3,2 * 5 =,9,10,10,choice_2,choice_1,False,9.2
534,Grade 5,147 + 80 =,226,227,227,choice_2,choice_2,True,3.31
535,Grade 1,15 - 6 =,8,9,9,choice_2,choice_1,False,5.31
536,Grade 2,14 + 7 =,20,21,21,choice_2,choice_2,True,3.13
537,Grade 2,19 + 18 =,37,35,37,choice_1,choice_2,False,4.96
538,Grade 1,19 - 16 =,3,2,3,choice_1,choice_2,False,6.09
539,Grade 1,20 + 12 =,35,32,32,choice_2,choice_2,True,7.72
540,Grade 3,88 - 56 =,33,32,32,choice_2,choice_1,False,5.26
541,Grade 2,8 + 20 =,26,28,28,choice_2,choice_2,True,5.36
542,Grade 4,61 - 31 =,30,32,30,choice_1,choice_2,False,8.71
543,Grade 4,40 - 29 =,12,11,11,choice_2,choice_2,True,4.61
544,Grade 3,7 * 11 =,77,76,77,choice_1,choice_1,True,3.18
545,Grade 4,88 - 56 =,34,32,32,choice_2,choice_2,True,5.89
546,Grade 4,19 * 12 =,229,228,228,choice_2,choice_2,True,7.36
547,Grade 4,129 + 148 =,277,278,277,choice_1,choice_2,False,3.23
548,Grade 4,101 + 75 =,176,177,176,choice_1,choice_1,True,5.31
549,Grade 1,15 - 9 =,6,7,6,choice_1,choice_1,True,9.37
550,Grade 2,3 + 1 =,6,4,4,choice_2,choice_1,False,9.58
551,Grade 1,20 - 16 =,4,3,4,choice_1,choice_2,False,7.65
552,Grade 3,108 + 101 =,207,209,209,choice_2,choice_2,True,4.53
553,Grade 3,64 + 140 =,204,203,204,choice_1,choice_2,False,3.99
554,Grade 1,12 + 19 =,32,31,31,choice_2,choice_2,True,5.57
555,Grade 4,5 * 10 =,52,50,50,choice_2,choice_2,True,4.56
556,Grade 4,80 + 85 =,165,167,165,choice_1,choice_2,False,6.77
557,Grade 2,11 - 7 =,7,4,4,choice_2,choice_1,False,7.65
558,Grade 2,15 - 4 =,12,11,11,choice_2,choice_2,True,4.43
559,Grade 1,14 - 10 =,4,5,4,choice_1,choice_2,False,8.32
560,Grade 5,19 * 2 =,38,41,38,choice_1,choice_1,True,9.32
561,Grade 1,2 + 18 =,20,22,20,choice_1,choice_1,True,3.08
562,Grade 5,2 * 8 =,16,17,16,choice_1,choice_2,False,4.72
563,Grade 1,1 + 7 =,8,7,8,choice_1,choice_1,True,4.93
564,Grade 1,12 + 19 =,29,31,31,choice_2,choice_2,True,9.76
565,Grade 1,15 - 8 =,5,7,7,choice_2,choice_2,True,6.04
566,Grade 1,10 + 11 =,22,21,21,choice_2,choice_2,True,8.14
567,Grade 2,18 - 5 =,13,14,13,choice_1,choice_1,True,4.01
568,Grade 5,48 + 94 =,141,142,142,choice_2,choice_1,False,9.15
569,Grade 2,19 + 3 =,23,22,22,choice_2,choice_1,False,3.98
570,Grade 5,37 + 136 =,172,173,173,choice_2,choice_2,True,5.02
571,Grade 3,11 * 10 =,113,110,110,choice_2,choice_2,True,5.79
572,Grade 2,12 - 5 =,7,9,7,choice_1,choice_2,False,8.18
573,Grade 5,108 + 92 =,200,201,200,choice_1,choice_1,True,6.1
574,Grade 4,44 + 37 =,81,84,81,choice_1,choice_1,True,5.57
575,Grade 2,20 + 18 =,36,38,38,choice_2,choice_1,False,5.78
576,Grade 2,6 - 1 =,6,5,5,choice_2,choice_2,True,4.04
577,Grade 1,19 + 15 =,32,34,34,choice_2,choice_1,False,3.13
578,Grade 5,67 - 47 =,20,19,20,choice_1,choice_2,False,9.03
579,Grade 5,56 - 51 =,5,6,5,choice_1,choice_1,True,8.59
580,Grade 2,16 + 14 =,29,30,30,choice_2,choice_2,True,7.5
581,Grade 2,14 + 2 =,19,16,16,choice_2,choice_2,True,7.46
582,Grade 5,10 * 5 =,49,50,50,choice_2,choice_2,True,6.17
583,Grade 3,7 * 9 =,62,63,63,choice_2,choice_2,True,6.27
584,Grade 4,123 + 102 =,227,225,225,choice_2,choice_2,True,4.88
585,Grade 4,20 * 3 =,60,59,60,choice_1,choice_2,False,4.88
586,Grade 1,20 + 2 =,22,23,22,choice_1,choice_1,True,7.5
587,Grade 5,8 * 4 =,30,32,32,choice_2,choice_2,True,8.04
588,Grade 3,14 * 4 =,55,56,56,choice_2,choice_2,True,8.46
589,Grade 3,67 - 21 =,48,46,46,choice_2,choice_2,True,8.49
590,Grade 1,4 + 10 =,14,12,14,choice_1,choice_2,False,7.82
591,Grade 2,17 + 2 =,19,22,19,choice_1,choice_2,False,5.33
592,Grade 2,15 + 10 =,27,25,25,choice_2,choice_2,True,8.61
593,Grade 2,7 + 17 =,26,24,24,choice_2,choice_1,False,5.33
594,Grade 3,69 + 77 =,146,148,146,choice_1,choice_1,True,5.08
595,Grade 5,7 * 2 =,15,14,14,choice_2,choice_2,True,8.15
596,Grade 5,8 * 10 =,79,80,80,choice_2,choice_1,False,6.76
597,Grade 3,15 * 6 =,93,90,90,choice_2,choice_1,False,4.96
598,Grade 5,102 + 46 =,150,148,148,choice_2,choice_1,False,6.96
599,Grade 5,98 + 78 =,174,176,176,choice_2,choice_1,False,8.88
600,Grade 3,60 - 35 =,26,25,25,choice_2,choice_2,True,5.7
601,Grade 2,11 - 9 =,2,3,2,choice_1,choice_2,False,5.7
602,Grade 4,16 * 7 =,111,112,112,choice_2,choice_1,False,7.97
603,Grade 1,11 - 5 =,6,4,6,choice_1,choice_2,False,6.91
604,Grade 3,86 + 97 =,183,186,183,choice_1,choice_1,True,5.93
605,Grade 4,108 + 39 =,147,148,147,choice_1,choice_2,False,7.68
606,Grade 1,16 + 2 =,20,18,18,choice_2,choice_2,True,6.48
607,Grade 3,126 + 124 =,250,252,250,choice_1,choice_1,True,6.22
608,Grade 5,92 - 73 =,18,19,19,choice_2,choice_1,False,6.3
609,Grade 4,35 - 31 =,2,4,4,choice_2,choice_2,True,5.03
610,Grade 3,141 + 135 =,277,276,276,choice_2,choice_1,False,4.94
611,Grade 3,65 + 96 =,161,164,161,choice_1,choice_1,True,9.78
612,Grade 5,97 - 89 =,8,7,8,choice_1,choice_1,True,5.71
613,Grade 5,33 - 33 =,0,1,0,choice_1,choice_2,False,3.41
614,Grade 3,75 + 23 =,99,98,98,choice_2,choice_2,True,7.59
615,Grade 5,144 + 112 =,256,254,256,choice_1,choice_1,True,5.67
616,Grade 1,10 - 4 =,7,6,6,choice_2,choice_1,False,4.19
617,Grade 3,18 * 8 =,144,143,144,choice_1,choice_1,True,3.42
618,Grade 2,5 - 1 =,4,6,4,choice_1,choice_2,False,7.41
619,Grade 4,53 - 18 =,33,35,35,choice_2,choice_1,False,6.61
620,Grade 5,49 + 69 =,118,121,118,choice_1,choice_1,True,8.71
621,Grade 2,20 - 19 =,-1,1,1,choice_2,choice_1,False,8.62
622,Grade 1,9 - 4 =,5,4,5,choice_1,choice_1,True,8.9
623,Grade 4,26 - 21 =,5,3,5,choice_1,choice_1,True,8.77
624,Grade 1,5 + 2 =,7,8,7,choice_1,choice_1,True,9.47
625,Grade 1,4 - 1 =,4,3,3,choice_2,choice_2,True,4.91
626,Grade 3,137 + 145 =,285,282,282,choice_2,choice_1,False,5.31
627,Grade 1,13 - 8 =,7,5,5,choice_2,choice_1,False,4.68
628,Grade 5,61 + 95 =,155,156,156,choice_2,choice_2,True,8.19
629,Grade 5,6 * 10 =,61,60,60,choice_2,choice_2,True,5.4
630,Grade 5,16 * 9 =,144,142,144,choice_1,choice_2,False,8.28
631,Grade 1,18 + 9 =,29,27,27,choice_2,choice_2,True,4.16
632,Grade 2,4 + 15 =,19,22,19,choice_1,choice_2,False,8.6
633,Grade 2,5 + 13 =,21,18,18,choice_2,choice_1,False,9.86
634,Grade 2,12 - 3 =,10,9,9,choice_2,choice_2,True,8.14
635,Grade 3,5 * 10 =,50,52,50,choice_1,choice_1,True,4.62
636,Grade 1,1 + 6 =,5,7,7,choice_2,choice_1,False,4.13
637,Grade 3,8 * 7 =,56,59,56,choice_1,choice_1,True,9.53
638,Grade 1,20 + 4 =,22,24,24,choice_2,choice_1,False,8.8
639,Grade 4,10 * 4 =,41,40,40,choice_2,choice_2,True,6.76
640,Grade 1,17 + 18 =,35,33,35,choice_1,choice_1,True,9.64
641,Grade 4,12 * 9 =,106,108,108,choice_2,choice_1,False,5.18
642,Grade 4,107 + 61 =,167,168,168,choice_2,choice_2,True,9.44
643,Grade 1,9 - 3 =,6,8,6,choice_1,choice_2,False,3.78
644,Grade 5,14 * 11 =,154,153,154,choice_1,choice_1,True,6.47
645,Grade 3,44 - 27 =,17,16,17,choice_1,choice_1,True,7.86
646,Grade 2,18 - 8 =,10,9,10,choice_1,choice_2,False,4.56
647,Grade 1,17 - 3 =,14,17,14,choice_1,choice_1,True,4.12
648,Grade 4,77 + 105 =,182,180,182,choice_1,choice_1,True,8.58
649,Grade 5,6 * 12 =,75,72,72,choice_2,choice_1,False,9.26
650,Grade 2,7 + 6 =,11,13,13,choice_2,choice_1,False,7.52
651,Grade 3,2 * 10 =,20,21,20,choice_1,choice_1,True,8.67
652,Grade 5,142 + 147 =,290,289,289,choice_2,choice_2,True,9.58
653,Grade 5,2 * 5 =,11,10,10,choice_2,choice_1,False,9.77
654,Grade 2,7 + 19 =,26,24,26,choice_1,choice_1,True,5.07
655,Grade 4,18 * 5 =,93,90,90,choice_2,choice_2,True,4.18
656,Grade 3,82 + 43 =,127,125,125,choice_2,choice_2,True,9.4
657,Grade 2,17 - 15 =,0,2,2,choice_2,choice_1,False,5.07
658,Grade 3,98 + 92 =,190,188,190,choice_1,choice_2,False,7.81
659,Grade 2,19 + 1 =,23,20,20,choice_2,choice_2,True,4.81
660,Grade 4,90 - 55 =,37,35,35,choice_2,choice_2,True,5.05
661,Grade 3,9 * 4 =,36,35,36,choice_1,choice_2,False,6.89
662,Grade 4,125 + 37 =,161,162,162,choice_2,choice_1,False,8.04
663,Grade 1,15 - 8 =,6,7,7,choice_2,choice_2,True,8.02
664,Grade 3,77 - 47 =,30,33,30,choice_1,choice_2,False,8.28
665,Grade 1,18 - 2 =,19,16,16,choice_2,choice_1,False,4.84
666,Grade 4,20 * 5 =,100,101,100,choice_1,choice_1,True,6.17
667,Grade 5,68 - 66 =,2,1,2,choice_1,choice_1,True,6.0
668,Grade 2,16 - 10 =,6,7,6,choice_1,choice_2,False,3.46
669,Grade 4,18 * 10 =,180,181,180,choice_1,choice_2,False,5.99
670,Grade 4,15 * 2 =,29,30,30,choice_2,choice_2,True,7.18
671,Grade 5,68 - 28 =,40,39,40,choice_1,choice_1,True,7.38
672,Grade 4,15 * 10 =,149,150,150,choice_2,choice_1,False,3.93
673,Grade 1,7 - 5 =,2,3,2,choice_1,choice_2,False,6.53
674,Grade 5,9 * 3 =,27,28,27,choice_1,choice_1,True,4.05
675,Grade 3,6 * 5 =,29,30,30,choice_2,choice_1,False,7.83
676,Grade 1,15 - 15 =,0,3,0,choice_1,choice_1,True,5.12
677,Grade 2,2 - 2 =,2,0,0,choice_2,choice_1,False,7.55
678,Grade 4,20 * 5 =,103,100,100,choice_2,choice_2,True,4.46
679,Grade 5,11 * 8 =,88,87,88,choice_1,choice_2,False,8.05
680,Grade 4,20 * 10 =,200,199,200,choice_1,choice_1,True,6.95
681,Grade 1,7 + 15 =,25,22,22,choice_2,choice_2,True,9.63
682,Grade 3,111 + 94 =,205,203,205,choice_1,choice_2,False,10.0
683,Grade 2,16 - 1 =,15,18,15,choice_1,choice_1,True,6.14
684,Grade 5,128 + 29 =,157,159,157,choice_1,choice_2,False,4.69
685,Grade 1,16 - 9 =,7,10,7,choice_1,choice_1,True,3.96
686,Grade 5,38 - 26 =,13,12,12,choice_2,choice_2,True,9.94
687,Grade 3,19 * 2 =,38,39,38,choice_1,choice_2,False,9.81
688,Grade 5,46 + 91 =,137,138,137,choice_1,choice_1,True,6.92
689,Grade 1,10 + 4 =,14,12,14,choice_1,choice_1,True,9.92
690,Grade 4,3 * 7 =,21,22,21,choice_1,choice_1,True,3.09
691,Grade 1,7 - 4 =,3,1,3,choice_1,choice_2,False,4.57
692,Grade 4,11 * 8 =,88,86,88,choice_1,choice_2,False,4.67
693,Grade 5,20 - 13 =,10,7,7,choice_2,choice_1,False,5.31
694,Grade 5,16 * 5 =,79,80,80,choice_2,choice_2,True,7.33
695,Grade 4,15 * 3 =,44,45,45,choice_2,choice_1,False,9.06
696,Grade 5,9 * 5 =,47,45,45,choice_2,choice_1,False,7.23
697,Grade 3,16 * 11 =,174,176,176,choice_2,choice_2,True,3.19
698,Grade 5,15 * 10 =,153,150,150,choice_2,choice_2,True,6.06
699,Grade 2,10 - 7 =,4,3,3,choice_2,choice_2,True,4.67
700,Grade 2,20 + 11 =,31,33,31,choice_1,choice_1,True,5.12
701,Grade 3,108 + 89 =,195,197,197,choice_2,choice_2,True,9.51
702,Grade 1,11 - 6 =,5,7,5,choice_1,choice_1,True,7.11
703,Grade 4,10 * 12 =,123,120,120,choice_2,choice_1,False,5.25
704,Grade 2,13 - 1 =,11,12,12,choice_2,choice_1,False,3.92
705,Grade 1,4 - 3 =,4,1,1,choice_2,choice_1,False,9.11
706,Grade 3,3 * 6 =,18,21,18,choice_1,choice_1,True,5.3
707,Grade 1,15 - 9 =,9,6,6,choice_2,choice_1,False,5.3
708,Grade 4,20 * 10 =,199,200,200,choice_2,choice_1,False,6.43
709,Grade 4,19 * 10 =,190,192,190,choice_1,choice_1,True,5.18
710,Grade 1,11 - 7 =,4,6,4,choice_1,choice_2,False,5.27
711,Grade 4,34 + 70 =,104,103,104,choice_1,choice_1,True,9.91
712,Grade 4,18 * 4 =,75,72,72,choice_2,choice_2,True,3.28
713,Grade 1,19 + 13 =,32,30,32,choice_1,choice_2,False,9.17
714,Grade 4,73 + 107 =,183,180,180,choice_2,choice_2,True,3.01
715,Grade 3,42 - 37 =,8,5,5,choice_2,choice_1,False,3.03
716,Grade 1,16 - 12 =,7,4,4,choice_2,choice_2,True,6.55
717,Grade 5,75 - 47 =,28,29,28,choice_1,choice_1,True,9.49
718,Grade 5,9 * 3 =,26,27,27,choice_2,choice_2,True,5.78
719,Grade 5,12 * 9 =,110,108,108,choice_2,choice_2,True,8.07
720,Grade 1,2 + 18 =,21,20,20,choice_2,choice_2,True,6.41
721,Grade 1,14 - 11 =,3,1,3,choice_1,choice_1,True,7.36
722,Grade 1,12 + 18 =,32,30,30,choice_2,choice_2,True,4.57
723,Grade 2,9 + 18 =,26,27,27,choice_2,choice_1,False,4.62
724,Grade 2,11 - 4 =,7,10,7,choice_1,choice_1,True,5.9
725,Grade 4,61 - 45 =,16,17,16,choice_1,choice_2,False,4.4
726,Grade 2,18 - 4 =,14,12,14,choice_1,choice_2,False,3.16
727,Grade 2,13 + 10 =,21,23,23,choice_2,choice_2,True,8.49
728,Grade 1,5 - 2 =,1,3,3,choice_2,choice_1,False,3.17
729,Grade 2,9 + 20 =,31,29,29,choice_2,choice_2,True,4.29
730,Grade 3,107 + 82 =,189,188,189,choice_1,choice_1,True,4.67
731,Grade 5,53 + 28 =,81,82,81,choice_1,choice_2,False,7.55
732,Grade 5,11 * 3 =,31,33,33,choice_2,choice_2,True,5.74
